city,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,avg_temp
Tacna,AZ,Arizona,4027,Yuma,32.7004,-113.9618,742,149,polygon,FALSE,FALSE,America/Phoenix,3,85352 85347,1840019357,99.5
Tanque Verde,AZ,Arizona,4019,Pima,32.2687,-110.7437,16197,193,polygon,FALSE,FALSE,America/Phoenix,3,85749 85748,1840019489,91.5
Tat Momoli,AZ,Arizona,4021,Pinal,32.6012,-111.8862,54,22,polygon,FALSE,FALSE,America/Phoenix,3,85193,1840022987,92.5
Taylor,AZ,Arizona,4017,Navajo,34.4393,-110.1018,4185,49,polygon,FALSE,TRUE,America/Phoenix,3,85939,1840022573,70
Teec Nos Pos,AZ,Arizona,4001,Apache,36.9221,-109.0753,711,19,polygon,FALSE,FALSE,America/Denver,3,86514,1840019007,84.5
Tees Toh,AZ,Arizona,4017,Navajo,35.4849,-110.3989,529,12,polygon,FALSE,FALSE,America/Denver,3,86047,1840022585,78
Tempe,AZ,Arizona,4013,Maricopa,33.3881,-111.9318,185038,1787,polygon,FALSE,TRUE,America/Phoenix,2,85281 85282 85283 85284 85280 85285 85287,1840021942,96
Thatcher,AZ,Arizona,4009,Graham,32.832,-109.7595,5021,296,polygon,FALSE,TRUE,America/Phoenix,3,85552,1840022955,87.5
Theba,AZ,Arizona,4013,Maricopa,32.9181,-112.8903,75,46,polygon,FALSE,FALSE,America/Phoenix,3,85337,1840022925,99
Three Points,AZ,Arizona,4019,Pima,32.0596,-111.2865,5453,45,polygon,FALSE,FALSE,America/Phoenix,3,85735 85736,1840019486,88.5
Tolani Lake,AZ,Arizona,4005,Coconino,35.4309,-110.8431,330,298,polygon,FALSE,FALSE,America/Denver,3,86047,1840022591,84.5
Tolleson,AZ,Arizona,4013,Maricopa,33.4484,-112.2561,7205,482,polygon,FALSE,TRUE,America/Phoenix,3,85353,1840021943,98.5
Tombstone,AZ,Arizona,4003,Cochise,31.7234,-110.0798,1296,54,polygon,FALSE,TRUE,America/Phoenix,3,85638,1840022104,80
Tonalea,AZ,Arizona,4005,Coconino,36.3218,-110.9667,335,13,polygon,FALSE,FALSE,America/Denver,3,86044,1840018971,77.5
Tonopah,AZ,Arizona,4013,Maricopa,33.488,-112.9308,65,18,polygon,FALSE,FALSE,America/Phoenix,3,85354,1840022926,99
Tonto Basin,AZ,Arizona,4007,Gila,33.8361,-111.3003,1601,19,polygon,FALSE,FALSE,America/Phoenix,3,85553,1840019264,90
Tonto Village,AZ,Arizona,4007,Gila,34.3198,-111.1393,368,425,polygon,FALSE,FALSE,America/Phoenix,3,85541,1840022868,69
Topawa,AZ,Arizona,4019,Pima,31.8078,-111.8304,143,10,polygon,FALSE,FALSE,America/Phoenix,3,85634 85639,1840023079,92
Topock,AZ,Arizona,4015,Mohave,34.7206,-114.478,14,20,polygon,FALSE,FALSE,America/Phoenix,3,86436,1840023185,98.5
Top-of-the-World,AZ,Arizona,4021,Pinal,33.3477,-110.9997,325,20,polygon,FALSE,FALSE,America/Phoenix,3,85539 85501,1840027983,84
Toyei,AZ,Arizona,4001,Apache,35.7043,-109.937,0,0,polygon,FALSE,FALSE,America/Denver,3,86505,1840022628,78
Truxton,AZ,Arizona,4015,Mohave,35.487,-113.5607,121,12,polygon,FALSE,FALSE,America/Phoenix,3,86411 86434,1840023186,81
Tsaile,AZ,Arizona,4001,Apache,36.3033,-109.2157,1308,84,polygon,FALSE,FALSE,America/Denver,3,86556 86507,1840136753,70
Tuba City,AZ,Arizona,4005,Coconino,36.125,-111.2467,9022,388,polygon,FALSE,FALSE,America/Denver,3,86045,1840018972,88.5
Tubac,AZ,Arizona,4023,Santa Cruz,31.6111,-111.0585,1365,48,polygon,FALSE,FALSE,America/Phoenix,3,85640 85646,1840019537,79.5
Tucson,AZ,Arizona,4019,Pima,32.1545,-110.8782,868391,868,polygon,FALSE,TRUE,America/Phoenix,2,85705 85707 85706 85756 85723 85726 85724 85701 85708 85711 85748 85745 85747 85716 85714 85715 85712 85713 85710 85719 85730 85702 85703 85709 85717 85720 85721 85722 85725 85731 85732 85738 85751 85754 85775,1840022101,93
Tucson Estates,AZ,Arizona,4019,Pima,32.1792,-111.1254,12047,357,polygon,FALSE,FALSE,America/Phoenix,3,85713 85735,1840027929,93
Tumacacori-Carmen,AZ,Arizona,4023,Santa Cruz,31.5771,-111.0469,281,55,polygon,FALSE,TRUE,America/Phoenix,3,85640,1840074659,79.5
Turkey Creek,AZ,Arizona,4017,Navajo,33.8011,-109.9461,489,229,polygon,FALSE,TRUE,America/Phoenix,3,85941,1840075498,70
Tusayan,AZ,Arizona,4005,Coconino,35.955,-112.1202,583,13,polygon,FALSE,TRUE,America/Phoenix,3,86023,1840018973,71.5
Upper Santan Village,AZ,Arizona,4021,Pinal,33.1152,-111.7419,391,21,polygon,FALSE,TRUE,America/Phoenix,3,85147,1840042802,93.5
Utting,AZ,Arizona,4012,La Paz,33.8544,-113.9129,83,1,polygon,FALSE,FALSE,America/Phoenix,3,85325,1840022879,100
Vail,AZ,Arizona,4019,Pima,32.0217,-110.6937,11735,199,polygon,FALSE,FALSE,America/Phoenix,3,85641 85744,1840019487,88.5
Vaiva Vo,AZ,Arizona,4021,Pinal,32.7167,-111.9269,0,0,polygon,FALSE,FALSE,America/Phoenix,3,85193,1840022988,92.5
Valencia West,AZ,Arizona,4019,Pima,32.1354,-111.1124,11468,447,polygon,FALSE,TRUE,America/Phoenix,3,85757,1840074666,93
Valentine,AZ,Arizona,4015,Mohave,35.3886,-113.6591,60,14,polygon,FALSE,FALSE,America/Phoenix,3,86437,1840023187,81
Valle,AZ,Arizona,4005,Coconino,35.6245,-112.135,185,0,polygon,FALSE,FALSE,America/Phoenix,3,86046,1840022592,71.5
Valle Vista,AZ,Arizona,4015,Mohave,35.4109,-113.8627,1959,63,polygon,FALSE,TRUE,America/Phoenix,3,86401,1840075499,87.5
Ventana,AZ,Arizona,4019,Pima,32.4681,-112.2434,87,32,polygon,FALSE,FALSE,America/Phoenix,3,85634 85321,1840023080,95
Verde Village,AZ,Arizona,4025,Yavapai,34.712,-111.994,12584,700,polygon,FALSE,FALSE,America/Phoenix,3,86326,1840017843,88
Vernon,AZ,Arizona,4001,Apache,34.2508,-109.6926,38,25,polygon,FALSE,FALSE,America/Phoenix,3,85940,1840022629,68
Vicksburg,AZ,Arizona,4012,La Paz,33.7293,-113.8254,963,2,polygon,FALSE,FALSE,America/Phoenix,3,85325 85348,1840022880,100
Village of Oak Creek,AZ,Arizona,4025,Yavapai,34.7813,-111.7606,6436,472,polygon,FALSE,TRUE,America/Phoenix,3,86351 86341,1840036808,71.5
Wagon Wheel,AZ,Arizona,4017,Navajo,34.1976,-110.0272,1259,191,polygon,FALSE,TRUE,America/Phoenix,3,85929 85901,1840075510,73.5
Wahak Hotrontk,AZ,Arizona,4019,Pima,32.1748,-112.3663,122,30,polygon,FALSE,FALSE,America/Phoenix,3,85634,1840023081,94
Wall Lane,AZ,Arizona,4027,Yuma,32.6573,-114.7105,365,322,polygon,FALSE,TRUE,America/Tijuana,3,85365,1840075541,98.5
Walnut Creek,AZ,Arizona,4015,Mohave,35.1312,-114.1267,528,132,polygon,FALSE,TRUE,America/Phoenix,3,86413,1840075545,87.5
Washington Park,AZ,Arizona,4007,Gila,34.3978,-111.2731,137,20,polygon,FALSE,FALSE,America/Phoenix,3,85541,1840022869,68.5
Wellton,AZ,Arizona,4027,Yuma,32.6399,-114.214,2989,39,polygon,FALSE,TRUE,America/Phoenix,3,85356,1840022976,97.5
Wellton Hills,AZ,Arizona,4027,Yuma,32.6232,-114.1453,386,233,polygon,FALSE,TRUE,America/Phoenix,3,85356,1840075560,99.5
Wenden,AZ,Arizona,4012,La Paz,33.8324,-113.5433,360,9,polygon,FALSE,FALSE,America/Phoenix,3,85357,1840019270,95
Wet Camp Village,AZ,Arizona,4021,Pinal,33.1413,-111.9004,351,30,polygon,FALSE,TRUE,America/Phoenix,3,85121,1840042806,96
Wheatfields,AZ,Arizona,4007,Gila,33.4805,-110.8366,466,22,polygon,FALSE,TRUE,America/Phoenix,3,85501,1840075566,84
Whetstone,AZ,Arizona,4003,Cochise,31.7011,-110.3398,2191,71,polygon,FALSE,FALSE,America/Phoenix,3,85616,1840027991,80
Whispering Pines,AZ,Arizona,4007,Gila,34.3728,-111.2813,106,95,polygon,FALSE,FALSE,America/Phoenix,3,85541,1840027969,82
White Hills,AZ,Arizona,4015,Mohave,35.7242,-114.4004,222,1,polygon,FALSE,FALSE,America/Phoenix,3,86445 86441,1840023188,85.5
White Mountain Lake,AZ,Arizona,4017,Navajo,34.3441,-109.9878,2476,39,polygon,FALSE,FALSE,America/Phoenix,3,85912 85901,1840022587,70
Whitecone,AZ,Arizona,4017,Navajo,35.6037,-110.0791,847,7,polygon,FALSE,TRUE,America/Denver,3,86031 86034,1840027881,78
Whiteriver,AZ,Arizona,4017,Navajo,33.8358,-109.9616,4198,103,polygon,FALSE,FALSE,America/Phoenix,3,85941,1840018966,70
Why,AZ,Arizona,4019,Pima,32.259,-112.7307,150,6,polygon,FALSE,FALSE,America/Phoenix,3,85321,1840023082,95
Wickenburg,AZ,Arizona,4013,Maricopa,33.9837,-112.7669,4220,110,polygon,FALSE,TRUE,America/Phoenix,3,85390 85358,1840022916,90
Wide Ruins,AZ,Arizona,4001,Apache,35.4175,-109.4994,84,82,polygon,FALSE,FALSE,America/Denver,3,86502,1840022630,76
Wikieup,AZ,Arizona,4015,Mohave,34.6931,-113.5995,134,11,polygon,FALSE,FALSE,America/Phoenix,3,85360,1840023189,92
Wilhoit,AZ,Arizona,4025,Yavapai,34.4083,-112.6156,870,21,polygon,FALSE,FALSE,America/Phoenix,3,86332,1840019165,77
Willcox,AZ,Arizona,4003,Cochise,32.2515,-109.8359,3420,219,polygon,FALSE,TRUE,America/Phoenix,3,85643 85644,1840022105,81.5
Williams,AZ,Arizona,4005,Coconino,35.2476,-112.1833,2757,27,polygon,FALSE,TRUE,America/Phoenix,3,86046,1840021585,71.5
Williamson,AZ,Arizona,4025,Yavapai,34.7082,-112.5342,5108,34,polygon,FALSE,FALSE,America/Phoenix,3,86323 86305,1840019166,80.5
Willow Canyon,AZ,Arizona,4019,Pima,32.3881,-110.7009,0,0,polygon,FALSE,FALSE,America/Phoenix,3,85619,1840023083,71.5
Willow Valley,AZ,Arizona,4015,Mohave,34.9296,-114.6159,869,67,polygon,FALSE,FALSE,America/Phoenix,3,86440,1840019747,98.5
Window Rock,AZ,Arizona,4001,Apache,35.6705,-109.0639,3282,239,polygon,FALSE,FALSE,America/Denver,3,86515,1840019005,72.5
Winkelman,AZ,Arizona,4007,Gila,32.9853,-110.7651,347,174,polygon,FALSE,TRUE,America/Phoenix,3,85192,1840022859,88
Winslow,AZ,Arizona,4017,Navajo,35.0252,-110.7098,9508,295,polygon,FALSE,TRUE,America/Phoenix,3,86047,1840021583,84.5
Winslow West,AZ,Arizona,4017,Navajo,34.9923,-110.7069,757,16,polygon,FALSE,FALSE,America/Phoenix,3,86047,1840027984,84.5
Wintersburg,AZ,Arizona,4013,Maricopa,33.4187,-112.8666,43,33,polygon,FALSE,FALSE,America/Phoenix,3,85354,1840022927,99
Wittmann,AZ,Arizona,4013,Maricopa,33.775,-112.5251,607,242,polygon,FALSE,FALSE,America/Phoenix,3,85361,1840022928,95.5
Woodruff,AZ,Arizona,4017,Navajo,34.7843,-110.0366,126,8,polygon,FALSE,FALSE,America/Phoenix,3,85942 86025,1840022588,78
Yarnell,AZ,Arizona,4025,Yavapai,34.2283,-112.7631,658,28,polygon,FALSE,FALSE,America/Phoenix,3,85362,1840019167,90
York,AZ,Arizona,4011,Greenlee,32.9175,-109.196,620,128,polygon,FALSE,FALSE,America/Phoenix,3,85534,1840022951,77.5
Young,AZ,Arizona,4007,Gila,34.1189,-110.9559,421,3,polygon,FALSE,FALSE,America/Phoenix,3,85554,1840019265,78.5
Youngtown,AZ,Arizona,4013,Maricopa,33.5846,-112.3047,6760,1755,polygon,FALSE,TRUE,America/Phoenix,3,85363,1840022917,97
Yucca,AZ,Arizona,4015,Mohave,34.863,-114.1461,61,10,polygon,FALSE,FALSE,America/Phoenix,3,86438,1840023190,77.5
Yuma,AZ,Arizona,4027,Yuma,32.5991,-114.5488,138802,304,polygon,FALSE,TRUE,America/Phoenix,2,85365 85364 85369,1840021998,98.5
